country	Lat	Long	date	Recovered from COVID-19 (no.)
Afghanistan	33	65	4/7/20	18
Afghanistan	33	65	4/8/20	29
Afghanistan	33	65	4/9/20	32
Albania	41.1533	20.1683	1/22/20	0
Albania	41.1533	20.1683	1/23/20	0
Albania	41.1533	20.1683	1/24/20	0
Albania	41.1533	20.1683	1/25/20	0
Albania	41.1533	20.1683	1/26/20	0
Albania	41.1533	20.1683	1/27/20	0
Albania	41.1533	20.1683	1/28/20	0
Albania	41.1533	20.1683	1/29/20	0
Albania	41.1533	20.1683	1/30/20	0
Albania	41.1533	20.1683	1/31/20	0
Albania	41.1533	20.1683	2/1/20	0
Albania	41.1533	20.1683	2/10/20	0
Albania	41.1533	20.1683	2/11/20	0
Albania	41.1533	20.1683	2/12/20	0
Albania	41.1533	20.1683	2/13/20	0
Albania	41.1533	20.1683	2/14/20	0
Albania	41.1533	20.1683	2/15/20	0
Albania	41.1533	20.1683	2/16/20	0
Albania	41.1533	20.1683	2/17/20	0
Albania	41.1533	20.1683	2/18/20	0
Albania	41.1533	20.1683	2/19/20	0
Albania	41.1533	20.1683	2/2/20	0
Albania	41.1533	20.1683	2/20/20	0
Albania	41.1533	20.1683	2/21/20	0
Albania	41.1533	20.1683	2/22/20	0
Albania	41.1533	20.1683	2/23/20	0
Albania	41.1533	20.1683	2/24/20	0
Albania	41.1533	20.1683	2/25/20	0
Albania	41.1533	20.1683	2/26/20	0
Albania	41.1533	20.1683	2/27/20	0
Albania	41.1533	20.1683	2/28/20	0
Albania	41.1533	20.1683	2/29/20	0
Albania	41.1533	20.1683	2/3/20	0
Albania	41.1533	20.1683	2/4/20	0
Albania	41.1533	20.1683	2/5/20	0
Albania	41.1533	20.1683	2/6/20	0
Albania	41.1533	20.1683	2/7/20	0
Albania	41.1533	20.1683	2/8/20	0
Albania	41.1533	20.1683	2/9/20	0
Albania	41.1533	20.1683	3/1/20	0
Albania	41.1533	20.1683	3/10/20	0
Albania	41.1533	20.1683	3/11/20	0
Albania	41.1533	20.1683	3/12/20	0
Albania	41.1533	20.1683	3/13/20	0
Albania	41.1533	20.1683	3/14/20	0
Albania	41.1533	20.1683	3/15/20	0
Albania	41.1533	20.1683	3/16/20	0
Albania	41.1533	20.1683	3/17/20	0
Albania	41.1533	20.1683	3/18/20	0
Albania	41.1533	20.1683	3/19/20	0
Albania	41.1533	20.1683	3/2/20	0
Albania	41.1533	20.1683	3/20/20	0
Albania	41.1533	20.1683	3/21/20	2
Albania	41.1533	20.1683	3/22/20	2
Albania	41.1533	20.1683	3/23/20	2
Albania	41.1533	20.1683	3/24/20	10
Albania	41.1533	20.1683	3/25/20	17
Albania	41.1533	20.1683	3/26/20	17
Albania	41.1533	20.1683	3/27/20	31
Albania	41.1533	20.1683	3/28/20	31
Albania	41.1533	20.1683	3/29/20	33
Albania	41.1533	20.1683	3/3/20	0
Albania	41.1533	20.1683	3/30/20	44
Albania	41.1533	20.1683	3/31/20	52
Albania	41.1533	20.1683	3/4/20	0
Albania	41.1533	20.1683	3/5/20	0
Albania	41.1533	20.1683	3/6/20	0
Albania	41.1533	20.1683	3/7/20	0
Albania	41.1533	20.1683	3/8/20	0
Albania	41.1533	20.1683	3/9/20	0
Albania	41.1533	20.1683	4/1/20	67
Albania	41.1533	20.1683	4/10/20	182
Albania	41.1533	20.1683	4/11/20	197
Albania	41.1533	20.1683	4/12/20	217
Albania	41.1533	20.1683	4/13/20	232
Albania	41.1533	20.1683	4/14/20	248
Albania	41.1533	20.1683	4/15/20	251
Albania	41.1533	20.1683	4/16/20	277
Albania	41.1533	20.1683	4/2/20	76
Albania	41.1533	20.1683	4/3/20	89
Albania	41.1533	20.1683	4/4/20	99
Albania	41.1533	20.1683	4/5/20	104
Albania	41.1533	20.1683	4/6/20	116
Albania	41.1533	20.1683	4/7/20	131
Albania	41.1533	20.1683	4/8/20	154
Albania	41.1533	20.1683	4/9/20	165
Algeria	28.0339	1.6596	1/22/20	0
Algeria	28.0339	1.6596	1/23/20	0
Algeria	28.0339	1.6596	1/24/20	0
Algeria	28.0339	1.6596	1/25/20	0
Algeria	28.0339	1.6596	1/26/20	0
Algeria	28.0339	1.6596	1/27/20	0
Algeria	28.0339	1.6596	1/28/20	0
Algeria	28.0339	1.6596	1/29/20	0
Algeria	28.0339	1.6596	1/30/20	0
Algeria	28.0339	1.6596	1/31/20	0
Algeria	28.0339	1.6596	2/1/20	0
Algeria	28.0339	1.6596	2/10/20	0
Algeria	28.0339	1.6596	2/11/20	0
Algeria	28.0339	1.6596	2/12/20	0
Algeria	28.0339	1.6596	2/13/20	0
Algeria	28.0339	1.6596	2/14/20	0
Algeria	28.0339	1.6596	2/15/20	0
Algeria	28.0339	1.6596	2/16/20	0
Algeria	28.0339	1.6596	2/17/20	0
Algeria	28.0339	1.6596	2/18/20	0
Algeria	28.0339	1.6596	2/19/20	0
Algeria	28.0339	1.6596	2/2/20	0
Algeria	28.0339	1.6596	2/20/20	0
Algeria	28.0339	1.6596	2/21/20	0
Algeria	28.0339	1.6596	2/22/20	0
Algeria	28.0339	1.6596	2/23/20	0
Algeria	28.0339	1.6596	2/24/20	0
Algeria	28.0339	1.6596	2/25/20	0
Algeria	28.0339	1.6596	2/26/20	0
Algeria	28.0339	1.6596	2/27/20	0
Algeria	28.0339	1.6596	2/28/20	0
Algeria	28.0339	1.6596	2/29/20	0
Algeria	28.0339	1.6596	2/3/20	0
Algeria	28.0339	1.6596	2/4/20	0
Algeria	28.0339	1.6596	2/5/20	0
Algeria	28.0339	1.6596	2/6/20	0
Algeria	28.0339	1.6596	2/7/20	0
Algeria	28.0339	1.6596	2/8/20	0
Algeria	28.0339	1.6596	2/9/20	0
Algeria	28.0339	1.6596	3/1/20	0
Algeria	28.0339	1.6596	3/10/20	0
Algeria	28.0339	1.6596	3/11/20	0
Algeria	28.0339	1.6596	3/12/20	8
Algeria	28.0339	1.6596	3/13/20	8
Algeria	28.0339	1.6596	3/14/20	12
Algeria	28.0339	1.6596	3/15/20	12
Algeria	28.0339	1.6596	3/16/20	12
Algeria	28.0339	1.6596	3/17/20	12
Algeria	28.0339	1.6596	3/18/20	12
Algeria	28.0339	1.6596	3/19/20	32
Algeria	28.0339	1.6596	3/2/20	0
Algeria	28.0339	1.6596	3/20/20	32
Algeria	28.0339	1.6596	3/21/20	32
Algeria	28.0339	1.6596	3/22/20	65
Algeria	28.0339	1.6596	3/23/20	65
Algeria	28.0339	1.6596	3/24/20	24
Algeria	28.0339	1.6596	3/25/20	65
Algeria	28.0339	1.6596	3/26/20	29
Algeria	28.0339	1.6596	3/27/20	29
Algeria	28.0339	1.6596	3/28/20	31
Algeria	28.0339	1.6596	3/29/20	31
Algeria	28.0339	1.6596	3/3/20	0
Algeria	28.0339	1.6596	3/30/20	37
Algeria	28.0339	1.6596	3/31/20	46
Algeria	28.0339	1.6596	3/4/20	0
Algeria	28.0339	1.6596	3/5/20	0
Algeria	28.0339	1.6596	3/6/20	0
Algeria	28.0339	1.6596	3/7/20	0
Algeria	28.0339	1.6596	3/8/20	0
Algeria	28.0339	1.6596	3/9/20	0
Algeria	28.0339	1.6596	4/1/20	61
Algeria	28.0339	1.6596	4/10/20	405
Algeria	28.0339	1.6596	4/11/20	460
Algeria	28.0339	1.6596	4/12/20	591
Algeria	28.0339	1.6596	4/13/20	601
Algeria	28.0339	1.6596	4/14/20	691
Algeria	28.0339	1.6596	4/15/20	708
Algeria	28.0339	1.6596	4/16/20	783
Algeria	28.0339	1.6596	4/2/20	61
Algeria	28.0339	1.6596	4/3/20	62
Algeria	28.0339	1.6596	4/4/20	90
Algeria	28.0339	1.6596	4/5/20	90
Algeria	28.0339	1.6596	4/6/20	90
Algeria	28.0339	1.6596	4/7/20	113
Algeria	28.0339	1.6596	4/8/20	237
Algeria	28.0339	1.6596	4/9/20	347
Andorra	42.5063	1.5218	1/22/20	0
Andorra	42.5063	1.5218	1/23/20	0
Andorra	42.5063	1.5218	1/24/20	0
Andorra	42.5063	1.5218	1/25/20	0
Andorra	42.5063	1.5218	1/26/20	0
Andorra	42.5063	1.5218	1/27/20	0
Andorra	42.5063	1.5218	1/28/20	0
Andorra	42.5063	1.5218	1/29/20	0
Andorra	42.5063	1.5218	1/30/20	0
Andorra	42.5063	1.5218	1/31/20	0
Andorra	42.5063	1.5218	2/1/20	0
Andorra	42.5063	1.5218	2/10/20	0
Andorra	42.5063	1.5218	2/11/20	0
Andorra	42.5063	1.5218	2/12/20	0
Andorra	42.5063	1.5218	2/13/20	0
Andorra	42.5063	1.5218	2/14/20	0
Andorra	42.5063	1.5218	2/15/20	0
Andorra	42.5063	1.5218	2/16/20	0
Andorra	42.5063	1.5218	2/17/20	0
Andorra	42.5063	1.5218	2/18/20	0
Andorra	42.5063	1.5218	2/19/20	0
Andorra	42.5063	1.5218	2/2/20	0
Andorra	42.5063	1.5218	2/20/20	0
Andorra	42.5063	1.5218	2/21/20	0
Andorra	42.5063	1.5218	2/22/20	0
Andorra	42.5063	1.5218	2/23/20	0
Andorra	42.5063	1.5218	2/24/20	0
Andorra	42.5063	1.5218	2/25/20	0
Andorra	42.5063	1.5218	2/26/20	0
Andorra	42.5063	1.5218	2/27/20	0
Andorra	42.5063	1.5218	2/28/20	0
Andorra	42.5063	1.5218	2/29/20	0
Andorra	42.5063	1.5218	2/3/20	0
Andorra	42.5063	1.5218	2/4/20	0
Andorra	42.5063	1.5218	2/5/20	0
Andorra	42.5063	1.5218	2/6/20	0
Andorra	42.5063	1.5218	2/7/20	0
Andorra	42.5063	1.5218	2/8/20	0
Andorra	42.5063	1.5218	2/9/20	0
Andorra	42.5063	1.5218	3/1/20	0
Andorra	42.5063	1.5218	3/10/20	0
Andorra	42.5063	1.5218	3/11/20	0
Andorra	42.5063	1.5218	3/12/20	1
Andorra	42.5063	1.5218	3/13/20	0
Andorra	42.5063	1.5218	3/14/20	1
Andorra	42.5063	1.5218	3/15/20	1
Andorra	42.5063	1.5218	3/16/20	1
Andorra	42.5063	1.5218	3/17/20	1
Andorra	42.5063	1.5218	3/18/20	1
Andorra	42.5063	1.5218	3/19/20	1
Andorra	42.5063	1.5218	3/2/20	0
Andorra	42.5063	1.5218	3/20/20	1
Andorra	42.5063	1.5218	3/21/20	1
Andorra	42.5063	1.5218	3/22/20	1
Andorra	42.5063	1.5218	3/23/20	1
Andorra	42.5063	1.5218	3/24/20	1
Andorra	42.5063	1.5218	3/25/20	1
Andorra	42.5063	1.5218	3/26/20	1
Andorra	42.5063	1.5218	3/27/20	1
Andorra	42.5063	1.5218	3/28/20	1
Andorra	42.5063	1.5218	3/29/20	1
Andorra	42.5063	1.5218	3/3/20	0
Andorra	42.5063	1.5218	3/30/20	10
Andorra	42.5063	1.5218	3/31/20	10
Andorra	42.5063	1.5218	3/4/20	0
Andorra	42.5063	1.5218	3/5/20	0
Andorra	42.5063	1.5218	3/6/20	0
Andorra	42.5063	1.5218	3/7/20	0
Andorra	42.5063	1.5218	3/8/20	0
Andorra	42.5063	1.5218	3/9/20	0
Andorra	42.5063	1.5218	4/1/20	10
Andorra	42.5063	1.5218	4/10/20	71
Andorra	42.5063	1.5218	4/11/20	71
Andorra	42.5063	1.5218	4/12/20	128
Andorra	42.5063	1.5218	4/13/20	128
Andorra	42.5063	1.5218	4/14/20	128
Andorra	42.5063	1.5218	4/15/20	169
Andorra	42.5063	1.5218	4/16/20	169
Andorra	42.5063	1.5218	4/2/20	10
Andorra	42.5063	1.5218	4/3/20	16
Andorra	42.5063	1.5218	4/4/20	21
Andorra	42.5063	1.5218	4/5/20	26
Andorra	42.5063	1.5218	4/6/20	31
Andorra	42.5063	1.5218	4/7/20	39
Andorra	42.5063	1.5218	4/8/20	52
Andorra	42.5063	1.5218	4/9/20	58
Angola	-11.2027	17.8739	1/22/20	0
Angola	-11.2027	17.8739	1/23/20	0
Angola	-11.2027	17.8739	1/24/20	0
Angola	-11.2027	17.8739	1/25/20	0
Angola	-11.2027	17.8739	1/26/20	0
Angola	-11.2027	17.8739	1/27/20	0
Angola	-11.2027	17.8739	1/28/20	0
Angola	-11.2027	17.8739	1/29/20	0
Angola	-11.2027	17.8739	1/30/20	0
Angola	-11.2027	17.8739	1/31/20	0
Angola	-11.2027	17.8739	2/1/20	0
Angola	-11.2027	17.8739	2/10/20	0
Angola	-11.2027	17.8739	2/11/20	0
Angola	-11.2027	17.8739	2/12/20	0
Angola	-11.2027	17.8739	2/13/20	0
Angola	-11.2027	17.8739	2/14/20	0
Angola	-11.2027	17.8739	2/15/20	0
Angola	-11.2027	17.8739	2/16/20	0
Angola	-11.2027	17.8739	2/17/20	0
Angola	-11.2027	17.8739	2/18/20	0
Angola	-11.2027	17.8739	2/19/20	0
Angola	-11.2027	17.8739	2/2/20	0
Angola	-11.2027	17.8739	2/20/20	0
Angola	-11.2027	17.8739	2/21/20	0
Angola	-11.2027	17.8739	2/22/20	0
Angola	-11.2027	17.8739	2/23/20	0
Angola	-11.2027	17.8739	2/24/20	0
Angola	-11.2027	17.8739	2/25/20	0
Angola	-11.2027	17.8739	2/26/20	0
Angola	-11.2027	17.8739	2/27/20	0
Angola	-11.2027	17.8739	2/28/20	0
Angola	-11.2027	17.8739	2/29/20	0
Angola	-11.2027	17.8739	2/3/20	0
Angola	-11.2027	17.8739	2/4/20	0
Angola	-11.2027	17.8739	2/5/20	0
Angola	-11.2027	17.8739	2/6/20	0
Angola	-11.2027	17.8739	2/7/20	0
Angola	-11.2027	17.8739	2/8/20	0
Angola	-11.2027	17.8739	2/9/20	0
Angola	-11.2027	17.8739	3/1/20	0
Angola	-11.2027	17.8739	3/10/20	0
Angola	-11.2027	17.8739	3/11/20	0
Angola	-11.2027	17.8739	3/12/20	0
Angola	-11.2027	17.8739	3/13/20	0
Angola	-11.2027	17.8739	3/14/20	0
Angola	-11.2027	17.8739	3/15/20	0
Angola	-11.2027	17.8739	3/16/20	0
Angola	-11.2027	17.8739	3/17/20	0
Angola	-11.2027	17.8739	3/18/20	0
Angola	-11.2027	17.8739	3/19/20	0
Angola	-11.2027	17.8739	3/2/20	0
Angola	-11.2027	17.8739	3/20/20	0
Angola	-11.2027	17.8739	3/21/20	0
Angola	-11.2027	17.8739	3/22/20	0
Angola	-11.2027	17.8739	3/23/20	0
Angola	-11.2027	17.8739	3/24/20	0
Angola	-11.2027	17.8739	3/25/20	0
Angola	-11.2027	17.8739	3/26/20	0
Angola	-11.2027	17.8739	3/27/20	0
Angola	-11.2027	17.8739	3/28/20	0
Angola	-11.2027	17.8739	3/29/20	0
Angola	-11.2027	17.8739	3/3/20	0
Angola	-11.2027	17.8739	3/30/20	0
Angola	-11.2027	17.8739	3/31/20	1
Angola	-11.2027	17.8739	3/4/20	0
Angola	-11.2027	17.8739	3/5/20	0
Angola	-11.2027	17.8739	3/6/20	0
Angola	-11.2027	17.8739	3/7/20	0
Angola	-11.2027	17.8739	3/8/20	0
Angola	-11.2027	17.8739	3/9/20	0
Angola	-11.2027	17.8739	4/1/20	1
Angola	-11.2027	17.8739	4/10/20	2
Angola	-11.2027	17.8739	4/11/20	4
Angola	-11.2027	17.8739	4/12/20	4
Angola	-11.2027	17.8739	4/13/20	4
Angola	-11.2027	17.8739	4/14/20	5
Angola	-11.2027	17.8739	4/15/20	5
Angola	-11.2027	17.8739	4/16/20	5
Angola	-11.2027	17.8739	4/2/20	1
Angola	-11.2027	17.8739	4/3/20	1
Angola	-11.2027	17.8739	4/4/20	2
Angola	-11.2027	17.8739	4/5/20	2
Angola	-11.2027	17.8739	4/6/20	2
Angola	-11.2027	17.8739	4/7/20	2
Angola	-11.2027	17.8739	4/8/20	2
Angola	-11.2027	17.8739	4/9/20	2
Antigua and Barbuda	17.0608	-61.7964	1/22/20	0
Antigua and Barbuda	17.0608	-61.7964	1/23/20	0
Antigua and Barbuda	17.0608	-61.7964	1/24/20	0
Antigua and Barbuda	17.0608	-61.7964	1/25/20	0
Antigua and Barbuda	17.0608	-61.7964	1/26/20	0
Antigua and Barbuda	17.0608	-61.7964	1/27/20	0
Antigua and Barbuda	17.0608	-61.7964	1/28/20	0
Antigua and Barbuda	17.0608	-61.7964	1/29/20	0
Antigua and Barbuda	17.0608	-61.7964	1/30/20	0
Antigua and Barbuda	17.0608	-61.7964	1/31/20	0
Antigua and Barbuda	17.0608	-61.7964	2/1/20	0
Antigua and Barbuda	17.0608	-61.7964	2/10/20	0
Antigua and Barbuda	17.0608	-61.7964	2/11/20	0
Antigua and Barbuda	17.0608	-61.7964	2/12/20	0
Antigua and Barbuda	17.0608	-61.7964	2/13/20	0
Antigua and Barbuda	17.0608	-61.7964	2/14/20	0
Antigua and Barbuda	17.0608	-61.7964	2/15/20	0
Antigua and Barbuda	17.0608	-61.7964	2/16/20	0
Antigua and Barbuda	17.0608	-61.7964	2/17/20	0
Antigua and Barbuda	17.0608	-61.7964	2/18/20	0
Antigua and Barbuda	17.0608	-61.7964	2/19/20	0
Antigua and Barbuda	17.0608	-61.7964	2/2/20	0
Antigua and Barbuda	17.0608	-61.7964	2/20/20	0
Antigua and Barbuda	17.0608	-61.7964	2/21/20	0
Antigua and Barbuda	17.0608	-61.7964	2/22/20	0
Antigua and Barbuda	17.0608	-61.7964	2/23/20	0
Antigua and Barbuda	17.0608	-61.7964	2/24/20	0
Antigua and Barbuda	17.0608	-61.7964	2/25/20	0
Antigua and Barbuda	17.0608	-61.7964	2/26/20	0
Antigua and Barbuda	17.0608	-61.7964	2/27/20	0
Antigua and Barbuda	17.0608	-61.7964	2/28/20	0
Antigua and Barbuda	17.0608	-61.7964	2/29/20	0
Antigua and Barbuda	17.0608	-61.7964	2/3/20	0
Antigua and Barbuda	17.0608	-61.7964	2/4/20	0
Antigua and Barbuda	17.0608	-61.7964	2/5/20	0
Antigua and Barbuda	17.0608	-61.7964	2/6/20	0
Antigua and Barbuda	17.0608	-61.7964	2/7/20	0
Antigua and Barbuda	17.0608	-61.7964	2/8/20	0
Antigua and Barbuda	17.0608	-61.7964	2/9/20	0
Antigua and Barbuda	17.0608	-61.7964	3/1/20	0
Antigua and Barbuda	17.0608	-61.7964	3/10/20	0
Antigua and Barbuda	17.0608	-61.7964	3/11/20	0
Antigua and Barbuda	17.0608	-61.7964	3/12/20	0
Antigua and Barbuda	17.0608	-61.7964	3/13/20	0
Antigua and Barbuda	17.0608	-61.7964	3/14/20	0
Antigua and Barbuda	17.0608	-61.7964	3/15/20	0
Antigua and Barbuda	17.0608	-61.7964	3/16/20	0
Antigua and Barbuda	17.0608	-61.7964	3/17/20	0
Antigua and Barbuda	17.0608	-61.7964	3/18/20	0
Antigua and Barbuda	17.0608	-61.7964	3/19/20	0
Antigua and Barbuda	17.0608	-61.7964	3/2/20	0
Antigua and Barbuda	17.0608	-61.7964	3/20/20	0
Antigua and Barbuda	17.0608	-61.7964	3/21/20	0
Antigua and Barbuda	17.0608	-61.7964	3/22/20	0
Antigua and Barbuda	17.0608	-61.7964	3/23/20	0
Antigua and Barbuda	17.0608	-61.7964	3/24/20	0
Antigua and Barbuda	17.0608	-61.7964	3/25/20	0
Antigua and Barbuda	17.0608	-61.7964	3/26/20	0
Antigua and Barbuda	17.0608	-61.7964	3/27/20	0
Antigua and Barbuda	17.0608	-61.7964	3/28/20	0
Antigua and Barbuda	17.0608	-61.7964	3/29/20	0
Antigua and Barbuda	17.0608	-61.7964	3/3/20	0
Antigua and Barbuda	17.0608	-61.7964	3/30/20	0
Antigua and Barbuda	17.0608	-61.7964	3/31/20	0
Antigua and Barbuda	17.0608	-61.7964	3/4/20	0
Antigua and Barbuda	17.0608	-61.7964	3/5/20	0
Antigua and Barbuda	17.0608	-61.7964	3/6/20	0
Antigua and Barbuda	17.0608	-61.7964	3/7/20	0
Antigua and Barbuda	17.0608	-61.7964	3/8/20	0
Antigua and Barbuda	17.0608	-61.7964	3/9/20	0
Antigua and Barbuda	17.0608	-61.7964	4/1/20	0
Antigua and Barbuda	17.0608	-61.7964	4/10/20	0
Antigua and Barbuda	17.0608	-61.7964	4/11/20	0
Antigua and Barbuda	17.0608	-61.7964	4/12/20	0
Antigua and Barbuda	17.0608	-61.7964	4/13/20	0
Antigua and Barbuda	17.0608	-61.7964	4/14/20	3
Antigua and Barbuda	17.0608	-61.7964	4/15/20	3
Antigua and Barbuda	17.0608	-61.7964	4/16/20	3
Antigua and Barbuda	17.0608	-61.7964	4/2/20	0
Antigua and Barbuda	17.0608	-61.7964	4/3/20	0
Antigua and Barbuda	17.0608	-61.7964	4/4/20	0
Antigua and Barbuda	17.0608	-61.7964	4/5/20	0
Antigua and Barbuda	17.0608	-61.7964	4/6/20	0
Antigua and Barbuda	17.0608	-61.7964	4/7/20	0
Antigua and Barbuda	17.0608	-61.7964	4/8/20	0
Antigua and Barbuda	17.0608	-61.7964	4/9/20	0
Argentina	-38.4161	-63.6167	1/22/20	0
Argentina	-38.4161	-63.6167	1/23/20	0
Argentina	-38.4161	-63.6167	1/24/20	0
Argentina	-38.4161	-63.6167	1/25/20	0
Argentina	-38.4161	-63.6167	1/26/20	0
Argentina	-38.4161	-63.6167	1/27/20	0
Argentina	-38.4161	-63.6167	1/28/20	0
Argentina	-38.4161	-63.6167	1/29/20	0
Argentina	-38.4161	-63.6167	1/30/20	0
Argentina	-38.4161	-63.6167	1/31/20	0
Argentina	-38.4161	-63.6167	2/1/20	0
Argentina	-38.4161	-63.6167	2/10/20	0
Argentina	-38.4161	-63.6167	2/11/20	0
Argentina	-38.4161	-63.6167	2/12/20	0
Argentina	-38.4161	-63.6167	2/13/20	0
Argentina	-38.4161	-63.6167	2/14/20	0
Argentina	-38.4161	-63.6167	2/15/20	0
Argentina	-38.4161	-63.6167	2/16/20	0
Argentina	-38.4161	-63.6167	2/17/20	0
Argentina	-38.4161	-63.6167	2/18/20	0
Argentina	-38.4161	-63.6167	2/19/20	0
Argentina	-38.4161	-63.6167	2/2/20	0
Argentina	-38.4161	-63.6167	2/20/20	0
Argentina	-38.4161	-63.6167	2/21/20	0
Argentina	-38.4161	-63.6167	2/22/20	0
Argentina	-38.4161	-63.6167	2/23/20	0
Argentina	-38.4161	-63.6167	2/24/20	0
Argentina	-38.4161	-63.6167	2/25/20	0
Argentina	-38.4161	-63.6167	2/26/20	0
Argentina	-38.4161	-63.6167	2/27/20	0
Argentina	-38.4161	-63.6167	2/28/20	0
Argentina	-38.4161	-63.6167	2/29/20	0
Argentina	-38.4161	-63.6167	2/3/20	0
Argentina	-38.4161	-63.6167	2/4/20	0
Argentina	-38.4161	-63.6167	2/5/20	0
Argentina	-38.4161	-63.6167	2/6/20	0
Argentina	-38.4161	-63.6167	2/7/20	0
Argentina	-38.4161	-63.6167	2/8/20	0
Argentina	-38.4161	-63.6167	2/9/20	0
Argentina	-38.4161	-63.6167	3/1/20	0
Argentina	-38.4161	-63.6167	3/10/20	0
Argentina	-38.4161	-63.6167	3/11/20	0
Argentina	-38.4161	-63.6167	3/12/20	0
Argentina	-38.4161	-63.6167	3/13/20	0
Argentina	-38.4161	-63.6167	3/14/20	1
Argentina	-38.4161	-63.6167	3/15/20	1
Argentina	-38.4161	-63.6167	3/16/20	1
Argentina	-38.4161	-63.6167	3/17/20	3
Argentina	-38.4161	-63.6167	3/18/20	3
Argentina	-38.4161	-63.6167	3/19/20	3
Argentina	-38.4161	-63.6167	3/2/20	0
Argentina	-38.4161	-63.6167	3/20/20	3
Argentina	-38.4161	-63.6167	3/21/20	3
Argentina	-38.4161	-63.6167	3/22/20	3
Argentina	-38.4161	-63.6167	3/23/20	3
Argentina	-38.4161	-63.6167	3/24/20	52
Argentina	-38.4161	-63.6167	3/25/20	52
Argentina	-38.4161	-63.6167	3/26/20	63
Argentina	-38.4161	-63.6167	3/27/20	72
Argentina	-38.4161	-63.6167	3/28/20	72
Argentina	-38.4161	-63.6167	3/29/20	72
Argentina	-38.4161	-63.6167	3/3/20	0
Argentina	-38.4161	-63.6167	3/30/20	228
Argentina	-38.4161	-63.6167	3/31/20	240
Argentina	-38.4161	-63.6167	3/4/20	0
Argentina	-38.4161	-63.6167	3/5/20	0
Argentina	-38.4161	-63.6167	3/6/20	0
Argentina	-38.4161	-63.6167	3/7/20	0
Argentina	-38.4161	-63.6167	3/8/20	0
Argentina	-38.4161	-63.6167	3/9/20	0
Argentina	-38.4161	-63.6167	4/1/20	248
Argentina	-38.4161	-63.6167	4/10/20	375
Argentina	-38.4161	-63.6167	4/11/20	440
Argentina	-38.4161	-63.6167	4/12/20	468
Argentina	-38.4161	-63.6167	4/13/20	515
Argentina	-38.4161	-63.6167	4/14/20	559
